id,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
170,101.0,15.0,9.0,9.0,408.0,2378.34,0.02,43.15,57.23,114716.17,0.79,6373.12,83,1,13,12,27.0,41.0,229.0,176.0,29.0,False
171,32.0,7.0,6.0,4.0,79.0,329.42,0.05,21.25,16.67,8924.96,0.11,495.83,20,6,6,0,17.0,10.0,50.0,29.0,13.0,False
172,67.0,4.0,1.0,3.0,210.0,1176.53,0.05,18.01,56.51,20649.73,0.39,1147.21,45,14,15,0,16.0,38.0,118.0,92.0,7.0,False
173,18.0,3.0,1.0,3.0,47.0,215.49,0.11,9.17,23.78,2666.74,0.07,148.15,11,1,3,0,11.0,12.0,26.0,21.0,5.0,False
174,14.0,5.0,1.0,1.0,50.0,212.4,0.09,11.67,18.17,2416.5,0.07,134.25,10,0,2,0,12.0,9.0,30.0,20.0,9.0,False
175,16.0,4.0,4.0,3.0,53.0,252.01,0.09,11.5,21.34,3384.71,0.08,188.04,12,0,2,0,13.0,13.0,30.0,23.0,7.0,False
176,48.0,3.0,1.0,3.0,162.0,867.92,0.05,20.98,40.83,18383.2,0.29,1021.5,31,5,9,0,13.0,22.0,98.0,68.0,5.0,False
177,30.0,4.0,3.0,3.0,100.0,535.76,0.05,18.57,28.85,9949.74,0.18,552.76,25,0,7,1,20.0,21.0,62.0,39.0,7.0,False
178,23.0,4.0,1.0,4.0,81.0,408.6,0.06,15.42,26.5,6299.19,0.14,349.95,20,0,1,0,15.0,18.0,45.0,36.0,7.0,False
179,38.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
180,59.0,8.0,1.0,5.0,215.0,1176.52,0.04,23.69,45.88,27003.64,0.39,1500.87,54,0,5,0,20.0,37.0,117.0,98.0,15.0,False
181,20.0,1.0,1.0,1.0,55.0,264.4,0.09,11.92,22.92,3050.82,0.09,169.49,13,0,5,0,12.0,13.0,36.0,19.0,1.0,False
182,84.0,15.0,10.0,7.0,346.0,1991.19,0.02,51.56,42.19,102670.79,0.66,5703.93,53,0,7,0,22.0,32.0,196.0,150.0,29.0,True
183,26.0,3.0,1.0,2.0,44.0,193.26,0.13,8.0,23.92,1438.42,0.06,79.91,14,0,5,0,11.0,11.0,26.0,16.0,5.0,False
184,49.0,12.0,9.0,10.0,168.0,938.26,0.05,19.8,47.39,18577.82,0.31,1032.09,39,24,9,1,18.0,30.0,102.0,66.0,23.0,True
185,15.0,2.0,1.0,1.0,30.0,120.0,0.15,6.5,20.0,898.0,0.04,49.94,10,0,3,0,10.0,10.0,17.0,13.0,3.0,False
186,70.0,9.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,17.0,True
187,22.0,1.0,1.0,1.0,56.0,228.9,0.09,11.0,22.91,3106.47,0.08,172.58,12,0,6,0,11.0,12.0,32.0,24.0,1.0,False
188,13.0,2.0,1.0,2.0,30.0,122.62,0.15,6.86,17.85,889.45,0.04,49.3,10,0,1,0,8.0,7.0,18.0,12.0,3.0,False
189,26.0,5.0,1.0,4.0,72.0,360.0,0.09,11.67,30.92,4048.0,0.12,224.89,21,0,1,0,14.0,18.0,44.0,28.0,7.0,False
190,32.0,6.0,1.0,1.0,63.0,286.73,0.08,12.0,23.82,3124.78,0.1,173.6,19,8,3,0,10.0,10.0,39.0,24.0,11.0,True
191,9.0,1.0,1.0,1.0,22.0,83.76,0.13,7.88,9.57,653.83,0.03,36.32,5,0,2,0,10.0,4.0,15.0,7.0,1.0,False
192,8.0,1.0,1.0,1.0,15.0,55.51,0.32,3.12,17.3,222.03,0.02,12.33,4,1,1,0,5.0,5.0,10.0,5.0,1.0,False
193,16.0,2.0,1.0,2.0,43.0,188.87,0.1,10.4,19.7,2180.22,0.06,121.12,11,0,3,0,13.0,10.0,27.0,16.0,3.0,False
194,8.0,1.0,1.0,1.0,16.0,57.36,0.4,2.5,22.94,143.4,0.02,7.97,5,0,1,0,5.0,7.0,9.0,7.0,1.0,False
195,14.0,2.0,1.0,2.0,30.0,122.62,0.11,9.75,14.22,1310.13,0.04,72.79,8,0,2,0,12.0,8.0,17.0,13.0,3.0,False
196,22.0,2.0,1.0,2.0,69.0,320.43,0.12,8.33,36.34,2670.88,0.11,148.38,17,0,3,0,10.0,18.0,39.0,30.0,3.0,False
197,26.0,6.0,3.0,2.0,89.0,408.06,0.06,15.81,29.98,7346.58,0.14,408.14,22,0,2,0,15.0,16.0,61.0,34.0,11.0,True
198,23.0,6.0,1.0,5.0,65.0,309.07,0.09,10.67,26.5,3516.95,0.1,195.39,20,0,2,0,11.0,15.0,37.0,32.0,11.0,False
199,4.0,1.0,1.0,1.0,12.0,39.86,0.33,3.0,13.29,119.59,0.01,6.64,2,0,0,0,6.0,5.0,7.0,5.0,1.0,False
200,7.0,2.0,1.0,1.0,19.0,70.31,0.16,6.13,10.65,393.73,0.02,21.87,4,0,1,0,7.0,4.0,12.0,8.0,3.0,False
201,7.0,1.0,1.0,1.0,14.0,48.43,0.28,3.6,13.45,174.36,0.01,9.69,4,0,1,0,6.0,5.0,8.0,6.0,1.0,False
202,10.0,2.0,1.0,2.0,23.0,95.91,0.14,7.07,13.22,586.15,0.03,32.56,7,0,1,0,8.0,7.0,14.0,9.0,3.0,False
203,108.0,22.0,12.0,16.0,258.0,1667.66,0.04,25.55,60.44,46500.6,0.56,2583.37,68,13,20,0,21.0,39.0,136.0,122.0,43.0,False
204,9.0,2.0,1.0,2.0,25.0,86.49,0.19,5.25,17.12,479.73,0.03,26.65,7,0,0,0,7.0,6.0,15.0,10.0,3.0,False
205,45.0,4.0,1.0,4.0,207.0,1168.24,0.03,29.59,37.8,35432.13,0.39,1968.45,37,3,7,0,21.0,32.0,111.0,86.0,7.0,False
206,6.0,1.0,1.0,1.0,21.0,69.76,0.3,3.33,20.93,232.53,0.02,12.92,3,0,1,0,4.0,6.0,10.0,11.0,1.0,False
207,58.0,7.0,1.0,7.0,161.0,865.67,0.04,22.73,36.6,20748.42,0.29,1152.69,43,5,8,0,17.0,25.0,94.0,69.0,13.0,False
208,20.0,2.0,1.0,2.0,62.0,272.32,0.07,13.8,21.81,3121.04,0.09,173.39,14,0,5,0,16.0,10.0,40.0,16.0,3.0,False
209,526.0,111.0,111.0,33.0,1584.0,10430.58,0.01,133.52,106.36,1896161.7,3.48,105342.32,322,32,42,4,65.0,83.0,865.0,645.0,221.0,True
210,4.0,1.0,1.0,1.0,14.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,2,0,0,0,5.0,5.0,8.0,6.0,1.0,False
211,44.0,4.0,1.0,3.0,112.0,596.06,0.06,16.32,37.41,10230.46,0.2,568.36,26,6,6,0,14.0,22.0,64.0,48.0,7.0,True
212,31.0,6.0,1.0,2.0,90.0,483.25,0.04,27.13,19.2,12496.15,0.16,694.23,23,0,6,0,19.0,12.0,59.0,31.0,11.0,False
213,12.0,2.0,1.0,2.0,48.0,172.88,0.12,8.5,21.61,1283.11,0.06,71.28,8,0,1,0,9.0,9.0,31.0,17.0,3.0,False
214,96.0,13.0,4.0,12.0,266.0,1656.04,0.03,29.33,54.15,63676.64,0.55,3537.59,75,8,9,0,23.0,45.0,154.0,114.0,25.0,False
215,23.0,2.0,1.0,1.0,93.0,437.14,0.07,13.81,31.23,5972.56,0.15,331.49,17,0,2,0,9.0,16.0,59.0,34.0,3.0,False
216,6.0,1.0,1.0,1.0,21.0,72.65,0.24,4.2,16.49,299.83,0.02,16.65,4,0,0,0,7.0,5.0,15.0,6.0,1.0,False
217,8.0,2.0,1.0,2.0,19.0,72.34,0.17,5.83,12.52,429.12,0.02,23.84,5,0,1,0,10.0,6.0,12.0,7.0,3.0,False
218,14.0,2.0,1.0,2.0,48.0,222.91,0.11,9.27,22.46,2229.72,0.07,123.87,8,0,4,0,11.0,11.0,30.0,17.0,3.0,False
219,45.0,6.0,1.0,5.0,150.0,752.37,0.03,39.0,19.9,25226.63,0.25,1401.48,31,3,8,0,19.0,15.0,86.0,58.0,11.0,False
220,11.0,1.0,1.0,1.0,25.0,100.0,0.19,5.33,16.73,474.29,0.03,26.35,5,0,4,0,8.0,6.0,17.0,8.0,1.0,False
221,8.0,2.0,1.0,1.0,18.0,66.61,0.19,5.33,11.84,374.67,0.02,20.81,5,0,0,0,6.0,4.0,11.0,7.0,3.0,False
222,13.0,4.0,1.0,1.0,38.0,171.9,0.11,8.73,18.54,1355.67,0.06,75.31,10,0,1,0,12.0,11.0,22.0,16.0,7.0,True
223,86.0,9.0,1.0,5.0,180.0,957.95,0.04,25.52,35.51,23135.93,0.32,1285.33,46,18,8,13,16.0,20.0,120.0,60.0,15.0,False
224,29.0,3.0,1.0,2.0,97.0,471.22,0.06,18.0,26.14,8766.9,0.16,487.05,21,0,4,0,18.0,18.0,53.0,40.0,5.0,False
225,18.0,6.0,1.0,3.0,69.0,320.43,0.04,23.33,13.2,7924.63,0.11,440.26,16,0,2,0,14.0,9.0,39.0,30.0,11.0,False
226,29.0,4.0,1.0,3.0,69.0,341.84,0.07,15.0,20.43,5365.01,0.11,298.06,17,3,5,1,15.0,13.0,40.0,28.0,7.0,False
227,7.0,2.0,1.0,1.0,10.0,30.0,0.33,3.0,12.18,100.0,0.01,5.56,5,0,0,0,6.0,4.0,6.0,4.0,3.0,False
228,26.0,2.0,1.0,2.0,76.0,376.93,0.14,7.39,50.54,2610.47,0.13,145.03,19,0,6,0,11.0,23.0,43.0,33.0,3.0,True
229,12.0,2.0,1.0,2.0,32.0,125.02,0.15,6.5,18.25,800.63,0.04,44.48,8,0,2,0,7.0,7.0,19.0,13.0,3.0,False
230,11.0,2.0,1.0,2.0,21.0,79.95,0.21,4.67,16.65,433.78,0.03,24.1,8,0,1,0,7.0,6.0,13.0,8.0,3.0,False
231,31.0,1.0,1.0,1.0,111.0,590.73,0.1,9.64,61.26,5696.36,0.2,316.46,20,2,7,0,7.0,28.0,66.0,45.0,1.0,False
232,58.0,3.0,1.0,3.0,168.0,938.27,0.14,7.42,118.54,7832.97,0.31,435.16,33,1,19,0,6.0,27.0,104.0,89.0,5.0,False
233,30.0,12.0,10.0,2.0,128.0,618.14,0.05,20.38,31.38,14618.93,0.21,811.36,24,0,4,0,17.0,20.0,85.0,52.0,23.0,False
234,39.0,6.0,3.0,2.0,115.0,603.94,0.05,20.65,29.79,12460.75,0.2,692.26,29,0,8,0,19.0,23.0,68.0,47.0,11.0,False
235,54.0,10.0,1.0,4.0,426.0,2546.32,0.02,52.7,48.31,134198.01,0.85,7455.45,46,1,10,1,25.0,37.0,276.0,150.0,18.0,False
236,143.0,56.0,63.0,59.0,715.0,4558.15,0.02,49.85,96.91,216922.91,1.52,12051.27,125,18,5,0,21.0,69.0,467.0,248.0,111.0,True
237,64.0,10.0,1.0,1.0,219.0,1312.88,0.05,19.32,59.16,31295.11,0.44,1738.62,49,4,7,0,16.0,39.0,127.0,92.0,19.0,False
238,27.0,2.0,1.0,2.0,59.0,277.33,0.16,6.11,40.24,1840.73,0.09,102.26,19,2,4,0,10.0,18.0,33.0,26.0,3.0,False
239,119.0,18.0,13.0,7.0,267.0,1399.57,0.02,43.75,32.18,67179.48,0.47,3732.19,82,16,12,0,25.0,20.0,145.0,96.0,35.0,False
240,24.0,1.0,1.0,1.0,88.0,343.65,0.05,19.5,16.74,6729.82,0.11,373.88,17,0,3,1,6.0,4.0,61.0,27.0,1.0,False
241,107.0,12.0,1.0,8.0,289.0,1607.09,0.03,36.4,49.51,61634.6,0.54,3424.14,67,9,24,0,26.0,45.0,157.0,138.0,22.0,False
242,4.0,2.0,1.0,1.0,19.0,72.34,0.2,5.0,13.56,385.81,0.02,21.43,2,0,0,0,7.0,7.0,10.0,9.0,3.0,False
243,99.0,6.0,1.0,3.0,360.0,2235.4,0.03,36.4,52.08,43747.0,0.75,2430.39,76,3,14,0,20.0,40.0,215.0,145.0,11.0,True
244,15.0,3.0,1.0,3.0,32.0,140.55,0.12,8.56,16.29,1260.57,0.05,70.04,10,0,2,0,11.0,9.0,18.0,14.0,5.0,False
245,10.0,4.0,1.0,2.0,24.0,100.08,0.13,7.56,12.51,864.96,0.03,48.05,7,0,1,0,11.0,8.0,13.0,11.0,7.0,False
246,19.0,2.0,1.0,2.0,45.0,206.32,0.13,7.5,25.67,1572.06,0.07,87.34,14,0,3,0,9.0,12.0,25.0,20.0,3.0,True
247,5.0,1.0,1.0,1.0,17.0,60.94,0.29,3.5,17.41,174.13,0.02,9.67,3,0,0,0,7.0,7.0,10.0,7.0,1.0,False
248,15.0,2.0,1.0,2.0,36.0,159.91,0.17,5.91,26.65,959.47,0.05,53.3,11,0,2,0,10.0,11.0,23.0,13.0,3.0,False
249,11.0,2.0,1.0,1.0,33.0,140.18,0.09,11.7,11.52,1694.2,0.05,94.12,7,0,1,0,9.0,5.0,21.0,13.0,3.0,False
250,32.0,9.0,1.0,2.0,130.0,661.24,0.08,12.35,51.73,11828.05,0.22,657.11,26,0,2,0,14.0,23.0,72.0,50.0,14.0,True
251,10.0,1.0,1.0,1.0,27.0,110.36,0.11,9.0,12.28,1101.01,0.04,61.17,4,2,2,0,14.0,7.0,17.0,9.0,1.0,False
252,25.0,2.0,1.0,2.0,42.0,195.04,0.11,9.21,21.18,1796.01,0.07,99.78,17,0,3,0,13.0,8.0,27.0,13.0,3.0,False
253,10.0,2.0,1.0,1.0,37.0,144.55,0.09,11.0,11.12,1663.94,0.05,92.44,7,0,1,0,10.0,5.0,21.0,15.0,3.0,False
254,78.0,10.0,3.0,7.0,254.0,1505.96,0.03,29.82,52.4,44323.13,0.5,2462.4,68,0,6,0,22.0,36.0,152.0,102.0,19.0,True
255,11.0,3.0,1.0,1.0,19.0,68.11,0.14,7.2,10.57,585.95,0.02,32.54,7,0,2,0,9.0,5.0,10.0,8.0,5.0,False
256,21.0,5.0,1.0,3.0,115.0,599.71,0.06,17.05,33.95,7106.69,0.2,394.82,16,0,3,0,14.0,19.0,65.0,50.0,9.0,False
257,10.0,2.0,1.0,2.0,22.0,87.57,0.22,4.5,19.46,394.06,0.03,21.89,7,0,1,0,7.0,7.0,13.0,9.0,3.0,False
258,6.0,1.0,1.0,1.0,18.0,66.61,0.29,3.5,19.03,233.13,0.02,12.95,4,0,0,0,7.0,6.0,11.0,6.0,1.0,False
259,6.0,1.0,1.0,1.0,14.0,43.19,0.5,2.0,17.27,107.96,0.02,6.0,3,0,1,0,4.0,5.0,8.0,6.0,1.0,True
260,17.0,1.0,1.0,1.0,89.0,418.34,0.06,16.8,26.42,6025.39,0.13,334.74,12,0,3,0,8.0,10.0,56.0,33.0,1.0,False
261,18.0,3.0,1.0,3.0,60.0,294.41,0.09,10.88,25.9,3489.34,0.1,193.85,14,0,2,0,13.0,16.0,36.0,24.0,5.0,False
262,56.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
263,243.0,49.0,48.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,115.0,True
264,29.0,5.0,1.0,4.0,95.0,466.15,0.06,17.5,27.12,9406.51,0.16,522.58,19,1,6,0,14.0,14.0,60.0,35.0,9.0,True
265,8.0,3.0,3.0,2.0,24.0,101.95,0.13,7.71,13.22,786.47,0.03,43.69,7,0,1,0,12.0,7.0,15.0,9.0,5.0,False
266,411.0,33.0,1.0,25.0,1644.0,10966.19,0.01,73.69,107.04,692845.24,3.66,38491.4,322,4,29,0,24.0,95.0,962.0,682.0,65.0,True
267,7.0,1.0,1.0,1.0,12.0,33.69,0.2,5.0,6.74,168.44,0.01,9.36,4,0,1,0,5.0,2.0,8.0,4.0,1.0,False
268,12.0,2.0,1.0,2.0,27.0,110.36,0.14,7.0,15.09,720.66,0.04,40.04,11,0,0,0,9.0,6.0,17.0,10.0,3.0,False
269,11.0,4.0,1.0,2.0,21.0,77.71,0.16,6.29,13.4,629.47,0.03,34.97,9,0,0,0,9.0,7.0,14.0,7.0,7.0,False
270,17.0,2.0,1.0,2.0,38.0,171.3,0.17,5.96,30.23,1111.43,0.06,61.75,10,1,3,0,7.0,12.0,23.0,19.0,3.0,True
271,21.0,3.0,1.0,1.0,61.0,275.94,0.07,14.3,17.75,3516.4,0.09,195.47,14,0,5,0,14.0,10.0,40.0,21.0,5.0,False
272,10.0,1.0,1.0,1.0,36.0,133.22,0.11,8.73,14.71,1274.38,0.04,70.8,5,0,2,1,8.0,7.0,22.0,14.0,1.0,False
273,18.0,1.0,1.0,1.0,44.0,204.37,0.16,6.07,34.73,1378.48,0.07,76.58,12,0,4,0,7.0,14.0,26.0,22.0,1.0,False
274,7.0,2.0,1.0,1.0,22.0,83.76,0.16,6.3,13.3,527.7,0.03,29.32,5,0,0,0,9.0,5.0,15.0,7.0,3.0,False
275,61.0,12.0,1.0,7.0,201.0,1098.37,0.04,24.82,43.37,26580.45,0.37,1476.69,54,1,4,0,20.0,31.0,96.0,81.0,23.0,True
276,25.0,2.0,1.0,2.0,79.0,398.51,0.1,9.75,45.88,4551.37,0.13,252.85,21,0,2,0,10.0,20.0,46.0,31.0,3.0,False
277,22.0,3.0,1.0,1.0,39.0,173.92,0.1,9.55,17.24,1669.61,0.06,92.17,13,2,4,0,11.0,11.0,21.0,20.0,5.0,False
278,13.0,5.0,3.0,1.0,31.0,126.71,0.1,10.5,12.57,1271.82,0.04,70.03,10,0,1,0,14.0,6.0,17.0,10.0,9.0,False
279,9.0,1.0,1.0,1.0,34.0,144.43,0.13,8.0,13.45,1244.1,0.05,69.12,6,0,1,0,10.0,10.0,18.0,16.0,1.0,False
280,5.0,2.0,1.0,2.0,18.0,62.27,0.16,6.3,9.83,402.61,0.02,22.37,3,0,0,0,9.0,5.0,11.0,7.0,3.0,False
281,40.0,11.0,11.0,9.0,123.0,658.08,0.05,20.29,31.58,13453.78,0.22,747.43,23,17,8,0,16.0,21.0,69.0,44.0,21.0,False
282,11.0,2.0,1.0,2.0,25.0,92.51,0.19,5.33,17.85,455.68,0.03,25.32,9,0,0,0,8.0,6.0,15.0,8.0,3.0,False
283,24.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
284,26.0,6.0,5.0,6.0,85.0,434.27,0.08,13.0,30.96,5378.3,0.14,298.06,20,0,4,0,13.0,16.0,49.0,28.0,11.0,False
285,101.0,15.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,29.0,True
286,58.0,3.0,3.0,4.0,222.0,1173.36,0.03,33.41,38.62,36714.71,0.39,2039.71,43,2,13,0,18.0,24.0,143.0,79.0,5.0,True
287,16.0,2.0,1.0,2.0,34.0,144.43,0.08,13.0,11.12,1673.96,0.05,93.0,10,0,4,0,14.0,6.0,21.0,13.0,3.0,False
288,52.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
289,19.0,4.0,4.0,2.0,72.0,372.23,0.07,13.42,26.59,4996.43,0.12,277.58,8,0,4,0,16.0,18.0,44.0,26.0,7.0,False
290,61.0,14.0,14.0,7.0,218.0,1210.9,0.05,21.72,55.74,26305.77,0.4,1461.43,45,2,10,1,18.0,29.0,148.0,70.0,27.0,False
291,54.0,9.0,1.0,8.0,188.0,1025.3,0.05,18.67,58.85,20149.31,0.34,1119.41,43,2,4,0,16.0,32.0,118.0,80.0,17.0,False
292,129.0,47.0,25.0,21.0,775.0,5402.69,0.01,73.46,91.89,440290.52,1.8,24460.58,171,5,17,0,40.0,91.0,477.0,298.0,86.0,True
293,24.0,2.0,1.0,2.0,34.0,144.43,0.24,4.13,38.04,674.0,0.05,37.44,17,0,4,0,6.0,12.0,18.0,17.0,3.0,False
294,8.0,1.0,1.0,1.0,14.0,46.51,0.33,3.0,15.5,139.52,0.02,7.75,6,0,0,0,5.0,5.0,8.0,6.0,1.0,False
295,24.0,3.0,1.0,3.0,80.0,396.34,0.07,14.86,26.77,5625.98,0.13,312.75,16,0,5,0,13.0,14.0,48.0,32.0,5.0,False
296,10.0,2.0,1.0,2.0,29.0,110.41,0.16,6.3,19.75,527.7,0.04,29.32,7,0,1,0,9.0,10.0,17.0,11.0,3.0,False
297,43.0,15.0,15.0,13.0,183.0,980.43,0.04,22.72,43.15,22275.42,0.33,1237.52,37,0,6,0,16.0,25.0,93.0,71.0,29.0,True
298,10.0,2.0,1.0,2.0,27.0,110.36,0.14,7.31,16.86,788.3,0.04,43.79,7,0,1,0,10.0,8.0,16.0,11.0,3.0,False
299,90.0,13.0,8.0,5.0,246.0,1301.57,0.04,25.94,52.56,32092.96,0.43,1782.94,71,8,12,1,17.0,32.0,139.0,112.0,25.0,False
300,17.0,2.0,1.0,1.0,60.0,283.28,0.08,12.0,23.44,3546.85,0.09,197.05,14,0,1,0,12.0,11.0,36.0,24.0,3.0,False
301,27.0,8.0,8.0,6.0,88.0,438.86,0.06,15.42,27.46,7893.62,0.15,438.53,23,0,2,0,15.0,18.0,55.0,39.0,15.0,False
302,24.0,2.0,1.0,2.0,81.0,397.46,0.07,14.0,28.39,5564.41,0.13,309.13,13,2,5,0,16.0,18.0,48.0,34.0,3.0,True
303,132.0,17.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33.0,True
304,13.0,2.0,1.0,2.0,29.0,116.0,0.19,5.33,21.58,648.0,0.04,36.0,11,0,0,0,8.0,9.0,17.0,12.0,3.0,False
305,33.0,1.0,1.0,1.0,67.0,303.08,0.11,9.0,34.82,2835.71,0.1,157.07,15,8,5,0,9.0,12.0,43.0,24.0,1.0,False
306,4.0,1.0,1.0,1.0,14.0,46.51,0.33,3.0,15.5,139.52,0.02,7.75,2,0,0,0,6.0,5.0,8.0,6.0,1.0,False
307,34.0,6.0,1.0,6.0,105.0,549.57,0.04,22.5,24.0,11909.84,0.18,661.66,26,0,6,0,18.0,16.0,70.0,40.0,11.0,False
308,14.0,2.0,1.0,2.0,29.0,110.41,0.13,8.0,13.55,734.73,0.04,40.82,10,1,2,0,8.0,5.0,21.0,8.0,3.0,False
309,11.0,2.0,1.0,2.0,23.0,87.57,0.2,5.0,17.51,437.84,0.03,24.32,8,0,1,0,7.0,7.0,12.0,10.0,3.0,False
310,36.0,12.0,10.0,6.0,132.0,723.79,0.04,26.21,27.43,18543.67,0.24,1030.2,34,0,3,0,22.0,19.0,86.0,51.0,23.0,True
311,31.0,6.0,4.0,3.0,102.0,539.11,0.04,25.07,22.04,12762.57,0.18,709.03,23,0,6,0,19.0,15.0,64.0,38.0,11.0,False
312,186.0,42.0,33.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,83.0,True
313,146.0,12.0,7.0,12.0,507.0,3123.84,0.02,48.57,72.85,199427.95,1.04,11079.33,99,15,23,3,33.0,75.0,287.0,223.0,20.0,True
314,24.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0,0.0,0.0,0.0,0.0,3.0,False
315,10.0,1.0,1.0,1.0,29.0,96.34,0.18,5.63,18.99,559.13,0.03,31.01,5,0,3,0,9.0,8.0,15.0,10.0,1.0,False
316,26.0,4.0,1.0,3.0,100.0,454.95,0.06,15.83,28.35,6427.26,0.15,359.3,21,1,1,0,9.0,12.0,62.0,38.0,7.0,False
317,19.0,5.0,4.0,4.0,86.0,426.06,0.06,16.8,25.7,7690.68,0.14,427.26,13,0,2,0,16.0,15.0,49.0,37.0,9.0,True
318,11.0,2.0,1.0,2.0,35.0,151.27,0.26,3.86,40.06,600.09,0.05,33.34,8,0,1,0,8.0,14.0,21.0,16.0,3.0,False
319,573.0,49.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,97.0,False
320,25.0,4.0,1.0,4.0,59.0,280.54,0.08,13.24,22.81,4532.26,0.09,251.79,20,0,3,0,15.0,14.0,40.0,23.0,7.0,False
321,37.0,6.0,1.0,2.0,94.0,496.31,0.05,21.65,22.95,8935.73,0.17,496.31,24,6,6,0,16.0,17.0,52.0,44.0,11.0,False
322,43.0,4.0,1.0,4.0,143.0,761.04,0.07,13.59,62.46,9981.07,0.25,554.5,30,1,7,0,14.0,36.0,75.0,62.0,7.0,False
323,6.0,1.0,1.0,1.0,12.0,39.86,0.33,3.0,13.29,119.59,0.01,6.64,3,0,1,0,6.0,4.0,8.0,4.0,1.0,False
324,50.0,4.0,1.0,4.0,184.0,1038.47,0.05,22.73,45.36,21086.71,0.35,1171.48,40,0,8,0,21.0,31.0,102.0,72.0,7.0,True
325,74.0,4.0,1.0,2.0,156.0,874.8,0.11,9.51,95.86,18186.43,0.29,1010.36,46,2,14,0,12.0,35.0,77.0,77.0,7.0,True
326,25.0,2.0,1.0,2.0,100.0,495.6,0.07,14.15,32.61,6135.2,0.17,340.84,19,0,4,0,12.0,17.0,57.0,43.0,3.0,False
327,52.0,8.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,True
328,22.0,3.0,1.0,2.0,53.0,225.14,0.11,9.1,26.33,1924.95,0.08,106.94,15,0,3,0,13.0,10.0,34.0,15.0,5.0,False
329,13.0,3.0,1.0,2.0,27.0,108.0,0.12,8.33,12.92,870.0,0.04,48.89,10,0,1,0,10.0,6.0,17.0,10.0,5.0,False
330,19.0,1.0,1.0,1.0,49.0,254.79,0.2,5.0,54.57,1584.58,0.08,88.03,15,0,0,0,7.0,18.0,31.0,22.0,1.0,False
331,12.0,3.0,3.0,2.0,27.0,110.36,0.17,5.83,17.84,592.96,0.04,32.94,8,0,2,0,10.0,6.0,18.0,9.0,5.0,False
332,7.0,1.0,1.0,1.0,15.0,53.77,0.17,5.83,9.11,278.2,0.02,15.46,4,0,1,0,9.0,3.0,13.0,3.0,1.0,False
333,48.0,20.0,19.0,1.0,123.0,706.68,0.05,21.08,33.07,14549.77,0.24,808.32,42,0,2,4,21.0,24.0,77.0,46.0,39.0,False
334,34.0,5.0,1.0,4.0,81.0,408.6,0.07,15.42,29.79,6299.19,0.14,349.95,25,1,5,0,15.0,18.0,44.0,37.0,9.0,True
335,362.0,1.0,1.0,1.0,1586.0,11112.3,0.02,43.03,185.24,587317.09,3.8,32628.73,303,0,21,0,13.0,84.0,804.0,546.0,1.0,False
336,75.0,12.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,False
337,9.0,1.0,1.0,1.0,16.0,53.15,0.17,5.83,8.96,322.65,0.02,17.92,5,1,0,0,5.0,3.0,9.0,7.0,1.0,False
338,8.0,3.0,1.0,2.0,22.0,83.76,0.15,6.67,12.56,558.41,0.03,31.02,6,1,0,0,8.0,6.0,12.0,10.0,5.0,False
339,4.0,1.0,1.0,1.0,12.0,39.86,0.27,3.75,10.63,149.49,0.01,8.3,2,0,0,0,7.0,4.0,7.0,5.0,1.0,False
340,13.0,2.0,1.0,2.0,31.0,120.93,0.14,7.0,17.28,846.49,0.04,47.03,8,0,2,0,9.0,6.0,19.0,14.0,3.0,True
